id,label
test_126.wav,sleepy
test_212.wav,uncomfortable
test_163.wav,awake
test_198.wav,diaper
test_171.wav,uncomfortable
test_83.wav,hug
test_58.wav,uncomfortable
test_225.wav,diaper
test_79.wav,uncomfortable
test_201.wav,hug
test_168.wav,diaper
test_204.wav,uncomfortable
test_215.wav,uncomfortable
test_147.wav,diaper
test_56.wav,uncomfortable
test_203.wav,uncomfortable
test_99.wav,hug
test_112.wav,hungry
test_142.wav,hungry
test_209.wav,diaper
test_148.wav,hungry
test_20.wav,uncomfortable
test_226.wav,hug
test_115.wav,uncomfortable
test_146.wav,uncomfortable
test_221.wav,uncomfortable
test_40.wav,hug
test_36.wav,diaper
test_136.wav,awake
test_96.wav,awake
test_43.wav,awake
test_162.wav,sleepy
test_57.wav,hungry
test_103.wav,hug
test_188.wav,hungry
test_158.wav,sleepy
test_166.wav,uncomfortable
test_19.wav,hungry
test_29.wav,hug
test_33.wav,hug
test_177.wav,sleepy
test_34.wav,diaper
test_69.wav,hungry
test_222.wav,awake
test_16.wav,awake
test_102.wav,uncomfortable
test_211.wav,hungry
test_173.wav,sleepy
test_161.wav,hungry
test_135.wav,uncomfortable
test_21.wav,hug
test_169.wav,hug
test_123.wav,sleepy
test_196.wav,uncomfortable
test_75.wav,hungry
test_80.wav,hungry
test_185.wav,awake
test_125.wav,uncomfortable
test_51.wav,hungry
test_156.wav,hungry
test_89.wav,uncomfortable
test_55.wav,hungry
test_117.wav,hungry
test_150.wav,uncomfortable
test_92.wav,sleepy
test_192.wav,uncomfortable
test_141.wav,sleepy
test_190.wav,awake
test_165.wav,uncomfortable
test_197.wav,hug
test_189.wav,sleepy
test_110.wav,diaper
test_219.wav,hug
test_100.wav,sleepy
test_172.wav,diaper
test_151.wav,hug
test_45.wav,uncomfortable
test_217.wav,hungry
test_194.wav,hungry
test_77.wav,hungry
test_9.wav,hug
test_84.wav,sleepy
test_17.wav,hug
test_95.wav,hungry
test_10.wav,sleepy
test_12.wav,uncomfortable
test_227.wav,awake
test_61.wav,hug
test_27.wav,hug
test_73.wav,hungry
test_214.wav,hug
test_68.wav,sleepy
test_122.wav,hug
test_176.wav,sleepy
test_64.wav,hungry
test_49.wav,diaper
test_11.wav,hungry
test_98.wav,diaper
test_206.wav,diaper
test_143.wav,diaper
test_6.wav,hungry
test_54.wav,diaper
test_101.wav,uncomfortable
test_15.wav,hungry
test_82.wav,uncomfortable
test_46.wav,diaper
test_67.wav,sleepy
test_105.wav,uncomfortable
test_195.wav,sleepy
test_7.wav,hug
test_62.wav,awake
test_199.wav,sleepy
test_153.wav,uncomfortable
test_224.wav,uncomfortable
test_1.wav,uncomfortable
test_130.wav,awake
test_53.wav,awake
test_207.wav,awake
test_157.wav,diaper
test_50.wav,sleepy
test_223.wav,hungry
test_71.wav,sleepy
test_106.wav,uncomfortable
test_208.wav,diaper
test_39.wav,hug
test_205.wav,uncomfortable
test_137.wav,hungry
test_94.wav,hug
test_133.wav,diaper
test_180.wav,hug
test_0.wav,hungry
test_76.wav,hug
test_35.wav,hungry
test_145.wav,diaper
test_218.wav,uncomfortable
test_63.wav,diaper
test_28.wav,awake
test_85.wav,hug
test_23.wav,hungry
test_47.wav,diaper
test_210.wav,diaper
test_149.wav,sleepy
test_193.wav,uncomfortable
test_178.wav,uncomfortable
test_113.wav,hungry
test_72.wav,hug
test_159.wav,hungry
test_120.wav,hungry
test_200.wav,sleepy
test_152.wav,hug
test_138.wav,hug
test_14.wav,hug
test_104.wav,sleepy
test_202.wav,hungry
test_42.wav,uncomfortable
test_107.wav,hug
test_108.wav,uncomfortable
test_65.wav,sleepy
test_13.wav,hug
test_22.wav,hungry
test_183.wav,hungry
test_90.wav,sleepy
test_26.wav,hug
test_2.wav,hug
test_175.wav,hug
test_134.wav,sleepy
test_37.wav,hungry
test_97.wav,awake
test_93.wav,uncomfortable
test_41.wav,uncomfortable
test_160.wav,hug
test_129.wav,awake
test_59.wav,hungry
test_70.wav,hug
test_8.wav,hungry
test_109.wav,hug
test_5.wav,uncomfortable
test_182.wav,sleepy
test_170.wav,sleepy
test_81.wav,uncomfortable
test_164.wav,uncomfortable
test_186.wav,hungry
test_119.wav,hungry
test_31.wav,uncomfortable
test_114.wav,uncomfortable
test_216.wav,hungry
test_139.wav,hungry
test_3.wav,diaper
test_32.wav,sleepy
test_38.wav,hug
test_191.wav,awake
test_128.wav,hungry
test_91.wav,hungry
test_25.wav,hug
test_140.wav,awake
test_167.wav,diaper
test_127.wav,uncomfortable
test_174.wav,diaper
test_181.wav,hug
test_4.wav,uncomfortable
test_155.wav,diaper
test_74.wav,uncomfortable
test_44.wav,uncomfortable
test_124.wav,uncomfortable
test_52.wav,hungry
test_154.wav,diaper
test_116.wav,sleepy
test_18.wav,awake
test_88.wav,sleepy
test_86.wav,hug
test_121.wav,diaper
test_131.wav,hungry
test_60.wav,uncomfortable
test_220.wav,awake
test_48.wav,uncomfortable
test_78.wav,uncomfortable
test_118.wav,uncomfortable
test_24.wav,uncomfortable
test_30.wav,sleepy
test_184.wav,hungry
test_187.wav,awake
test_87.wav,diaper
test_132.wav,diaper
test_66.wav,hungry
test_144.wav,sleepy
test_179.wav,diaper
test_213.wav,diaper
test_111.wav,uncomfortable
