filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
awake_129.wav,0.6159853339195251,0.018546998500823975,871.3766081031134,1154.4136791719886,1907.32180001935,0.03166194006385449,-398.7248840332031,146.4975128173828,30.957170486450195,2.7097907066345215,2.331080436706543,30.71063232421875,13.528464317321777,12.201665878295898,-2.74784779548645,2.142425060272217,3.664959669113159,2.4651801586151123,8.023147583007812,2.7803757190704346,7.823894500732422,-0.4733292758464813,3.002570152282715,1.7672576904296875,1.6031861305236816,0.13647304475307465,awake
awake_136.wav,0.4991993308067322,0.04149392247200012,2126.960804898484,1966.662367264821,4454.923061689725,0.1128897179760062,-355.3284606933594,67.47832489013672,-13.90411376953125,14.176892280578613,-2.7059521675109863,3.3170599937438965,-8.520779609680176,20.384273529052734,8.793118476867676,-0.2359364777803421,-0.4125300943851471,-2.4946439266204834,3.9095137119293213,-0.8865259885787964,4.116634368896484,-0.2500205934047699,6.781465530395508,2.0019309520721436,3.5851869583129883,5.1732635498046875,awake
awake_58.wav,0.4397812485694885,0.1083683893084526,2637.318217150579,1993.688001349136,5216.901787441951,0.14373760400541796,-285.4112854003906,37.86228561401367,-59.86568069458008,21.757112503051758,-17.95005226135254,22.69651222229004,-15.912018775939941,21.494314193725586,-13.52617073059082,5.030344009399414,0.3748782277107239,-13.02137279510498,9.612820625305176,-2.7885446548461914,17.142072677612305,2.7031466960906982,14.64551067352295,5.104919910430908,4.719627380371094,3.2333719730377197,awake
awake_19.wav,0.2681526243686676,0.08196903765201569,2398.8929607157984,1853.1969210420289,4595.938875653057,0.12929475861068113,-280.4943542480469,60.769073486328125,-51.20517349243164,22.955533981323242,-33.13331604003906,11.366610527038574,-26.268835067749023,3.2206180095672607,-22.164920806884766,-5.513706684112549,-7.034867286682129,-17.3167667388916,2.252814531326294,-10.048189163208008,9.248627662658691,-7.536320209503174,0.5444707870483398,-11.756624221801758,-6.090597152709961,-7.064499378204346,awake
awake_5.wav,0.31492888927459717,0.02862396091222763,2822.289168486771,1899.5936248088026,5169.302075270898,0.18421581728908668,-407.5407409667969,16.799705505371094,-46.057376861572266,23.916202545166016,-25.468244552612305,18.953369140625,-14.842628479003906,16.7143611907959,-9.179329872131348,-14.973335266113281,10.12571907043457,0.7194771766662598,16.966306686401367,18.946199417114258,18.521677017211914,-8.889481544494629,-10.638025283813477,-9.547637939453125,1.9306812286376953,-2.5072498321533203,awake
awake_27.wav,0.2950715720653534,0.09299680590629578,2169.2671296833964,1545.302751064035,3711.0108933581655,0.14301274066369968,-239.96072387695312,76.77694702148438,-79.2794189453125,11.24740219116211,-18.648038864135742,14.86258602142334,-20.181161880493164,21.167705535888672,-7.255903244018555,-6.556362628936768,4.522507190704346,-10.740753173828125,5.56411075592041,-9.030267715454102,5.458986759185791,-3.2840635776519775,2.5412251949310303,0.7583439946174622,-1.412114143371582,5.095716953277588,awake
awake_143.wav,0.3207583725452423,0.05699960142374039,2938.8350838149427,2101.5829549406462,5601.449462134771,0.1822483310758514,-291.14666748046875,44.79280471801758,-32.79396438598633,30.915786743164062,-69.86077880859375,-13.853606224060059,-31.650747299194336,-3.76768159866333,-27.909963607788086,-6.533027648925781,-9.498661041259766,-23.33738899230957,5.825996398925781,-17.980262756347656,3.1616973876953125,-6.898453235626221,-1.0139795541763306,-1.406499981880188,-3.313854932785034,1.7059025764465332,awake
awake_38.wav,0.3451855480670929,0.07595431804656982,2183.9851872737604,1682.6134879626568,3833.193487870066,0.13990769519156346,-292.5199890136719,65.8371353149414,-53.160953521728516,12.800455093383789,-12.293828964233398,10.951862335205078,-13.448888778686523,18.146995544433594,-8.001822471618652,-2.4066011905670166,0.28124016523361206,-11.91892147064209,3.854384183883667,-7.8062896728515625,6.622943878173828,0.362977534532547,8.05479621887207,8.972342491149902,4.640450954437256,3.2129223346710205,awake
awake_68.wav,0.3966095447540283,0.07684681564569473,2399.088950673461,1681.7620879572721,4221.841137770898,0.16635424729102166,-255.0157012939453,65.23954772949219,-71.01608276367188,21.654321670532227,-14.882983207702637,4.4076080322265625,-23.070308685302734,23.11471176147461,-8.449814796447754,-11.178038597106934,11.295488357543945,-7.270200729370117,9.98233413696289,-0.2997402548789978,11.492905616760254,0.6451177000999451,1.3790699243545532,5.036267280578613,3.122631549835205,1.4319109916687012,awake
awake_83.wav,0.5863622426986694,0.016141969710588455,2290.0838912193362,1919.108511933997,4550.005820070627,0.15159167593846748,-407.49749755859375,81.7983627319336,-21.660749435424805,8.993354797363281,-25.12999153137207,-6.5866312980651855,-20.916217803955078,-5.01437520980835,-10.250435829162598,-7.239744663238525,-11.666116714477539,-12.7202787399292,-4.910516738891602,-13.82528018951416,-3.051975965499878,-8.752779960632324,-1.469233512878418,-4.8074727058410645,-4.413290023803711,-3.552915334701538,awake
